D,R,N_R,H_R,C_sigma_inerte
-43,33461,1147,1.000059771077,0.357098940084
-43,33481,1477,1.285714285714,0.357480642578
-43,33501,1867,1.670547147846,0.347590282689
-43,33521,1123,1.000000000000,0.349082021888
-43,33541,1147,1.000000000000,0.356350164159
-43,33561,2294,1.997705670272,0.356567218772
-43,33581,1112,1.000000000000,0.345104311048
-43,33601,1132,1.000059522038,0.351101275886
-43,33621,2414,2.142857142857,0.349238607091
-43,33641,1151,1.000000000000,0.356631772748
-43,33661,1123,1.000000000000,0.347769195295
-43,33681,1861,1.666666666667,0.345601612633
-43,33701,1178,1.003976143141,0.362966842797
-43,33721,1132,1.000000000000,0.349992340340
-43,33741,2169,1.912065439673,0.350538808775
-43,33761,1552,1.326530612245,0.361344190137
-43,33781,1222,1.054054054054,0.357867636570
-43,33801,2114,1.848318097098,0.352866127886
-43,33821,1138,1.000000000000,0.350906736128
-43,33841,41,1.000000000000,0.012635754349
-43,33861,1862,1.666666666667,0.344125023996
-43,33881,1162,1.000000000000,0.357733491629
-43,33901,1614,1.374384236453,0.361340898062
-43,33921,2153,1.889891217830,0.350346185994
-43,33941,1142,1.000000000000,0.351014313674
